eco,name,fen,white,draw,black
C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",r1bq1rk1/ppp1bppp/2np1n2/4p3/P1B1P3/2NP1N2/1PP2PPP/R1BQ1RK1 b - - 0 7,10,22,9
C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",r1bqk2r/ppppbppp/2n2n2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 2 5,13,16,9
C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",r1bqkb1r/pppp1pp1/2n2n1p/4p3/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 b kq - 1 5,9,18,12
C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",r1bq1rk1/ppp1bppp/2np1n2/4p3/P1B1P3/3P1N2/1PP2PPP/RNBQR1K1 b - - 1 7,12,19,9
C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",r1bqkb1r/ppp2ppp/2n5/3np3/2B5/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 6,11,13,7
C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",r1bqkb1r/ppp2ppp/2n2n2/3Pp3/2B5/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 5,10,13,7
C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",r1bqkb1r/ppp2ppp/2n5/3np3/2B5/3P1N2/PPP2PPP/RNBQ1RK1 b kq - 1 6,10,11,6
C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",r1bq1rk1/ppppbppp/2n2n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQR1K1 b - - 4 6,19,21,11
C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",r1bq1rk1/ppp1bppp/2np1n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQR1K1 w - - 0 7,19,22,11
C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",r1bqkb1r/ppp2ppp/2n2n2/3pp3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 5,10,13,7
C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",r1bqk2r/ppppbppp/2n2n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,66,70,44
C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",r1bq1rk1/ppppbppp/2n2n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQ1RK1 w - - 3 6,43,48,22
C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",r1bq1rk1/ppp1bppp/2np1n2/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w - - 0 7,11,20,7
C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",r1bqkb1r/ppp2ppp/5n2/n2Pp1N1/2B5/8/PPPP1PPP/RNBQK2R w KQkq - 1 6,22,21,13
C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",r1bqkb1r/p4ppp/2p5/n2np1N1/8/3B4/PPPP1PPP/RNBQK2R w KQkq - 2 9,9,11,10
C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",r1bqkb1r/pp3ppp/2p2n2/nB1Pp1N1/8/8/PPPP1PPP/RNBQK2R w KQkq - 0 7,16,19,10
C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",r1bqkb1r/p4ppp/2p2n2/n3p1N1/8/3B4/PPPP1PPP/RNBQK2R b KQkq - 1 8,12,15,10
C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",r1bqkb1r/p4ppp/2p2n2/nB2p1N1/8/8/PPPP1PPP/RNBQK2R w KQkq - 0 8,16,19,10
C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",r1bqkb1r/ppp2ppp/2n2n2/3Pp1N1/2B5/8/PPPP1PPP/RNBQK2R b KQkq - 0 5,29,25,13
C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",r1bqkb1r/ppp2ppp/5n2/nB1Pp1N1/8/8/PPPP1PPP/RNBQK2R b KQkq - 2 6,20,21,13
C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",r1bqkb1r/pp3ppp/2P2n2/nB2p1N1/8/8/PPPP1PPP/RNBQK2R b KQkq - 0 7,16,19,10
C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",r1bqkb1r/pppp1ppp/2n2n2/4p1N1/2B1P3/8/PPPP1PPP/RNBQK2R b KQkq - 5 4,32,28,13
C58,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",r1bqkb1r/ppp2ppp/2n2n2/3pp1N1/2B1P3/8/PPPP1PPP/RNBQK2R w KQkq - 0 5,29,25,13
C30,"King's Gambit Declined: Classical Variation",rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2,8,20,5
A05,"King's Indian Attack",rnbqkb1r/pp2pppp/5n2/2pp4/8/5NP1/PPPPPPBP/RNBQK2R w KQkq - 0 4,24,39,18
A07,"King's Indian Attack",r1bqkbnr/pppnpppp/8/3p4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 1 3,15,23,11
A05,"King's Indian Attack",rnbqkb1r/pp2pppp/2p2n2/3p4/8/5NP1/PPPPPPBP/RNBQ1RK1 b kq - 3 4,12,16,6
A07,"King's Indian Attack",r1bqkbnr/ppp1pppp/2n5/3p4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 1 3,18,19,14
A05,"King's Indian Attack",rnbqkb1r/ppp2ppp/4pn2/3p4/8/5NP1/PPPPPPBP/RNBQK2R w KQkq - 0 4,67,75,33
A07,"King's Indian Attack",rnbqkbnr/pp2pppp/2p5/3p4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3,18,18,12
A05,"King's Indian Attack",r1bqkb1r/pp3ppp/2n1pn2/2p5/2Pp4/4PNP1/PP1P1PBP/RNBQ1RK1 w kq - 1 7,15,18,15
A07,"King's Indian Attack",rnbqkbnr/ppp1pppp/8/3p4/8/6P1/PPPPPP1P/RNBQKBNR w KQkq - 0 2,15,16,17
A07,"King's Indian Attack",r1bqkbnr/pppnpppp/8/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,13,18,6
A07,"King's Indian Attack",r2qkbnr/ppp1pppp/2n5/3p1b2/3P4/5NP1/PPP1PPBP/RNBQK2R b KQkq - 2 4,15,8,8
A05,"King's Indian Attack",rnbqkb1r/ppp1pppp/5n2/3p4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3,103,145,59
A05,"King's Indian Attack",rnbqkb1r/pp3ppp/4pn2/2p5/2Pp4/4PNP1/PP1P1PBP/RNBQ1RK1 b kq - 0 6,13,17,13
A05,"King's Indian Attack",rnbqkb1r/pp2pppp/2p2n2/3p4/8/5NP1/PPPPPPBP/RNBQK2R w KQkq - 2 4,16,21,7
A05,"King's Indian Attack",rnbqkb1r/pp2pppp/5n2/2pp4/8/5NP1/PPPPPPBP/RNBQ1RK1 b kq - 1 4,22,34,17
A05,"King's Indian Attack",rnbq1rk1/ppp1bppp/4pn2/3p4/8/3P1NP1/PPP1PPBP/RNBQ1RK1 w - - 1 6,21,16,3
A05,"King's Indian Attack",rnbqkb1r/pp3ppp/4pn2/2p5/2Pp4/5NP1/PP1PPPBP/RNBQ1RK1 w kq - 0 6,19,19,18
A05,"King's Indian Attack",rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,415,445,247
A05,"King's Indian Attack",rnbqkb1r/pp3ppp/4pn2/2pp4/8/5NP1/PPPPPPBP/RNBQ1RK1 w kq - 0 5,15,24,10
A05,"King's Indian Attack",rnbqkbnr/ppp1pppp/8/3p4/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,210,247,111
A07,"King's Indian Attack",r1bqkbnr/ppp1pppp/2n5/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,20,16,12
A05,"King's Indian Attack",rnbqk2r/ppp1bppp/4pn2/3p4/8/3P1NP1/PPP1PPBP/RNBQ1RK1 b kq - 0 5,23,16,8
A07,"King's Indian Attack",r2qkbnr/ppp1pppp/2n5/3p1b2/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 1 4,17,15,11
A05,"King's Indian Attack",rnbqkb1r/ppp1pppp/5n2/3p4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,102,144,57
A05,"King's Indian Attack",rnbq1rk1/ppp1bppp/4pn2/3p4/3P4/5NP1/PPP1PPBP/RNBQ1RK1 w - - 4 6,11,19,5
A07,"King's Indian Attack",rnbqkbnr/pp2pppp/2p5/3p4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,18,18,12
A05,"King's Indian Attack",r1bqk2r/pp3ppp/2nbpn2/8/2Pp4/3P1NP1/PP3PBP/RNBQ1RK1 w kq - 0 9,8,13,10
A07,"King's Indian Attack",r1bqkbnr/ppp1pppp/1n6/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 1 4,12,14,6
A05,"King's Indian Attack",r1bqkb1r/pp3ppp/2n1pn2/2p5/2Pp4/3PPNP1/PP3PBP/RNBQ1RK1 b kq - 0 7,11,9,8
A05,"King's Indian Attack",rnbqk2r/ppp1bppp/4pn2/3p4/3P4/5NP1/PPP1PPBP/RNBQ1RK1 b kq - 3 5,12,19,6
A07,"King's Indian Attack: Double Fianchetto",rnbqkbnr/ppp1pp1p/6p1/3p4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3,32,44,15
A07,"King's Indian Attack: Double Fianchetto",rnbqk1nr/ppp1ppbp/6p1/3p4/8/5NP1/PPPPPPBP/RNBQK2R w KQkq - 2 4,23,39,13
A07,"King's Indian Attack: Double Fianchetto",rnbqk2r/ppp1ppbp/5np1/3p4/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq - 2 5,17,35,7
A07,"King's Indian Attack: Double Fianchetto",rnbqkbnr/ppp1pp1p/6p1/3p4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,23,39,13
A07,"King's Indian Attack: Double Fianchetto",rnbqk1nr/ppp1ppbp/6p1/3p4/3P4/5NP1/PPP1PPBP/RNBQK2R b KQkq - 0 4,15,33,5
A07,"King's Indian Attack: Double Fianchetto",rnbqk2r/ppp1ppbp/5np1/3p4/3P4/5NP1/PPP1PPBP/RNBQ1RK1 b kq - 3 5,13,32,5
A08,"King's Indian Attack: French Variation",rnbqkbnr/ppp1pppp/8/3p4/8/6P1/PPPPPPBP/RNBQK1NR b KQkq - 1 2,8,9,9
A08,"King's Indian Attack: French Variation",rnbqkbnr/pp2pppp/8/2pp4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,15,18,9
A07,"King's Indian Attack: Keres Variation",rn1qkbnr/ppp1pppp/8/3p4/6b1/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 1 3,26,26,11
A07,"King's Indian Attack: Keres Variation",r2qkbnr/pppnpppp/8/3p4/6b1/5NP1/PPPPPPBP/RNBQK2R w KQkq - 3 4,15,5,5
A07,"King's Indian Attack: Keres Variation",rn1qkbnr/ppp1pppp/8/3p4/6b1/5NP1/PPPPPPBP/RNBQK2R b KQkq - 2 3,24,24,9
A08,"King's Indian Attack: Sicilian Variation",rnbqkbnr/pp2pppp/8/2pp4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3,16,18,10
A05,"King's Indian Attack: Spassky Variation",rnbqkb1r/p1pppppp/5n2/1p6/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,11,16,9
A05,"King's Indian Attack: Spassky Variation",rn1qkb1r/pbpppppp/5n2/1p6/8/5NP1/PPPPPPBP/RNBQK2R w KQkq - 2 4,11,16,9
A05,"King's Indian Attack: Spassky Variation",rnbqkb1r/p1pppppp/5n2/1p6/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3,13,19,12
A05,"King's Indian Attack: Symmetrical Defense",rnbq1rk1/pp2ppbp/2pp1np1/8/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 1 7,14,33,7
A05,"King's Indian Attack: Symmetrical Defense",rnbq1rk1/ppppppbp/5np1/8/8/1P3NP1/PBPPPP1P/RN1QKB1R w KQ - 1 5,19,11,4
A05,"King's Indian Attack: Symmetrical Defense",rnbq1rk1/ppp1ppbp/3p1np1/8/3P4/5NP1/PPP1PPBP/RNBQ1RK1 w - - 0 6,27,28,13
A05,"King's Indian Attack: Symmetrical Defense",rnbqkb1r/pppppp1p/5np1/8/8/1P3NP1/P1PPPP1P/RNBQKB1R b KQkq - 0 3,20,16,5
A05,"King's Indian Attack: Symmetrical Defense",rnbqk2r/ppppppbp/5np1/8/8/1P3NP1/P1PPPP1P/RNBQKB1R w KQkq - 1 4,18,14,4
A05,"King's Indian Attack: Symmetrical Defense",rnbqk2r/ppppppbp/5np1/8/8/5NP1/PPPPPPBP/RNBQ1RK1 b kq - 3 4,15,29,10
A05,"King's Indian Attack: Symmetrical Defense",rnbq1rk1/ppp1ppbp/5np1/3p4/3P4/5NP1/PPP1PPBP/RNBQ1RK1 w - - 4 6,15,43,12
A05,"King's Indian Attack: Symmetrical Defense",rnbq1rk1/ppppppbp/5np1/8/3P4/5NP1/PPP1PPBP/RNBQ1RK1 b - - 4 5,27,36,18
A05,"King's Indian Attack: Symmetrical Defense",rnbqk2r/ppppppbp/5np1/8/8/5NP1/PPPPPPBP/RNBQK2R w KQkq - 2 4,34,61,16
A05,"King's Indian Attack: Symmetrical Defense",rnbq1rk1/ppp1ppbp/3p1np1/8/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b - - 1 6,35,55,19
A05,"King's Indian Attack: Symmetrical Defense",rnbqkb1r/pppppp1p/5np1/8/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 0 3,57,80,21
A05,"King's Indian Attack: Symmetrical Defense",rnbq1rk1/ppppppbp/5np1/8/8/5NP1/PPPPPPBP/RNBQ1RK1 w - - 4 5,14,27,10
A05,"King's Indian Attack: Symmetrical Defense",rnbq1rk1/ppppppbp/5np1/8/8/1P3NP1/PBPPPPBP/RN1QK2R b KQ - 2 5,20,11,4
A05,"King's Indian Attack: Symmetrical Defense",rnbqkb1r/pppppp1p/5np1/8/8/5NP1/PPPPPPBP/RNBQK2R b KQkq - 1 3,34,60,16
A05,"King's Indian Attack: Symmetrical Defense",rnbq1rk1/ppp1ppbp/3p1np1/8/2P5/2N2NP1/PP1PPPBP/R1BQ1RK1 b - - 1 6,9,12,9
A05,"King's Indian Attack: Symmetrical Defense",rnbq1rk1/ppp1ppbp/3p1np1/8/2P5/5NP1/PP1PPPBP/RNBQ1RK1 w - - 0 6,15,20,10
A05,"King's Indian Attack: Symmetrical Defense",rnbqk2r/ppppppbp/5np1/8/8/1P3NP1/PBPPPP1P/RN1QKB1R b KQkq - 2 4,28,24,10
A07,"King's Indian Attack: Yugoslav Variation",rn1qkb1r/pp2pppp/2p2n2/3p4/6b1/5NP1/PPPPPPBP/RNBQ1RK1 w kq - 4 5,9,13,5
A07,"King's Indian Attack: Yugoslav Variation",rn1qkbnr/pp2pppp/2p5/3p4/6b1/5NP1/PPPPPPBP/RNBQK2R w KQkq - 2 4,14,22,11
E61,"King's Indian Defense",rnbqkb1r/pppppp1p/5np1/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3,387,434,148
E61,"King's Indian Defense",rnbqkb1r/pp2pp1p/3p1np1/2pP4/2P1P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 5,12,16,0
E61,"King's Indian Defense",rnbqkb1r/pppppp1p/5np1/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,448,523,192
E61,"King's Indian Defense",rnbqkb1r/pp2pp1p/3p1np1/2pP4/2P5/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,12,16,0
E73,"King's Indian Defense: Averbakh Variation, Modern Defense",rnbq1rk1/ppp1ppbp/3p1np1/6B1/2PPP3/2N5/PP2BPPP/R2QK1NR b KQ - 3 6,13,10,2
E61,"King's Indian Defense: Fianchetto Variation, Benjamin Defense",rnbq1rk1/pp2ppbp/2pp1np1/8/2PP4/2N2NP1/PP2PPBP/R1BQK2R w KQ - 0 7,14,24,4
E69,"King's Indian Defense: Fianchetto Variation, Classical Main Line",r1bq1rk1/pp1n1pbp/2pp1np1/4p3/2PPP3/2N2NPP/PP3PB1/R1BQ1RK1 b - - 0 9,12,16,1
E69,"King's Indian Defense: Fianchetto Variation, Classical Main Line",r1bq1rk1/pp1n1pbp/2pp1np1/4p3/2PPP3/2N2NP1/PP3PBP/R1BQ1RK1 w - - 0 9,14,19,1
E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",rnbq1rk1/ppppppbp/5np1/8/2PP4/6P1/PP2PPBP/RNBQK1NR w KQ - 3 5,20,27,13
E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",rnbqk1nr/ppp1ppbp/3p2p1/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,22,12,8
E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",r1bq1rk1/pppnppbp/3p1np1/8/2PP4/2N2NP1/PP2PPBP/R1BQK2R w KQ - 2 7,19,19,13
E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",rnbq1rk1/ppppppbp/5np1/8/2PP4/2N3P1/PP2PPBP/R1BQK1NR b KQ - 4 5,42,34,17
E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",r1bq1rk1/pppnppbp/3p1np1/8/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - - 2 7,16,24,7
E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",r1bq1rk1/pppnppbp/3p1np1/8/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 3 7,34,39,19
E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",rnbqk2r/ppp1ppbp/3p1np1/8/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq - 2 5,9,14,4
E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",rnbq1rk1/ppp1ppbp/3p1np1/8/2PP4/2N3P1/PP2PPBP/R1BQK1NR w KQ - 0 6,40,26,20
E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",r1bq1rk1/pppn1pbp/3p1np1/4p3/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 0 8,33,41,18
E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",rnbqkb1r/ppp1pppp/3p1n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,37,40,19
E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",rnbqk1nr/ppppppbp/6p1/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 2 3,19,17,8
E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",rnbqkb1r/ppp1pp1p/3p1np1/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,25,19,12
E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",r1bq1rk1/pppn1pbp/3p1np1/4p3/2PPP3/2N2NP1/PP3PBP/R1BQ1RK1 b - - 0 8,24,31,16
E67,"King's Indian Defense: Fianchetto Variation, Debrecen Defense",rnbq1rk1/ppp1ppbp/3p1np1/8/2PP4/2N2NP1/PP2PP1P/R1BQKB1R w KQ - 1 6,13,19,2
E62,"King's Indian Defense: Fianchetto Variation, Delayed Fianchetto",rnbqk2r/ppp1ppbp/3p1np1/8/2PP4/2N2NP1/PP2PP1P/R1BQKB1R b KQkq - 0 5,11,20,2
E63,"King's Indian Defense: Fianchetto Variation, Panno Variation",r1bq1rk1/ppp1ppbp/2np1np1/8/2PP4/2N2NP1/PP2PPBP/R1BQK2R w KQ - 2 7,22,17,5
E62,"King's Indian Defense: Fianchetto Variation, Uhlmann-Szabo System",r1bq1rk1/ppp1ppbp/2np1np1/8/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - - 3 7,18,23,5
E65,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation",rnbq1rk1/ppppppbp/5np1/8/2PP4/5NP1/PP2PPBP/RNBQK2R b KQ - 4 5,29,51,18
E65,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation",rnbq1rk1/ppppppbp/5np1/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQ - 1 5,14,21,13
E65,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation",rnbq1rk1/ppp1ppbp/3p1np1/8/2PP4/5NP1/PP2PPBP/RNBQK2R w KQ - 0 6,31,58,15
E65,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation",rnbq1rk1/ppp1ppbp/3p1np1/8/2PP4/2N2NP1/PP2PPBP/R1BQK2R b KQ - 1 6,63,68,28
E65,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation, Exchange Line",rnbqkb1r/pp1ppppp/5n2/2p5/2P5/5NP1/PP1PPP1P/RNBQKB1R b KQkq - 0 3,12,18,5
E71,"King's Indian Defense: Makogonov Variation",rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N4P/PP3PP1/R1BQKBNR b KQkq - 0 5,36,29,32
E71,"King's Indian Defense: Makogonov Variation",rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N1B2P/PP3PP1/R2QKBNR b KQ - 2 6,22,15,19
E71,"King's Indian Defense: Makogonov Variation",rnbqkb1r/pppppp1p/5np1/8/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 0 3,29,17,14
E71,"King's Indian Defense: Makogonov Variation",rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N4P/PP3PP1/R1BQKBNR w KQ - 1 6,24,22,22
E60,"King's Indian Defense: Normal Variation, King's Knight Variation",rnbqkb1r/pppppp1p/5np1/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,40,45,36
E60,"King's Indian Defense: Normal Variation, King's Knight Variation",rnbqkb1r/pppppp1p/5np1/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3,67,55,32
E60,"King's Indian Defense: Normal Variation, King's Knight Variation",rnbq1rk1/ppppppbp/5np1/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQ - 4 5,16,18,9
E60,"King's Indian Defense: Normal Variation, King's Knight Variation",rnbqk2r/ppppppbp/5np1/8/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq - 0 4,20,30,18
E60,"King's Indian Defense: Normal Variation, King's Knight Variation",rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N2N1P/PP3PP1/R1BQKB1R b KQ - 0 6,23,23,10
E60,"King's Indian Defense: Normal Variation, King's Knight Variation",rnbqk2r/ppppppbp/5np1/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,38,43,34
E90,"King's Indian Defense: Normal Variation, Rare Defenses",rnbqk2r/ppp1ppbp/3p1np1/8/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R w KQkq - 0 5,20,9,9
E90,"King's Indian Defense: Normal Variation, Rare Defenses",rnbqk2r/pp2ppbp/3p1np1/2pP4/2P1P3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 2 6,12,15,3
E90,"King's Indian Defense: Normal Variation, Rare Defenses",rnbq1rk1/pp2ppbp/3p1np1/2pP4/2P1P3/2N2N2/PP3PPP/R1BQKB1R w KQ - 2 7,10,12,3
E90,"King's Indian Defense: Normal Variation, Rare Defenses",rn1qk2r/ppp1ppbp/3p1np1/8/2PPP1b1/2N2N2/PP3PPP/R1BQKB1R w KQkq - 2 6,13,10,4
E90,"King's Indian Defense: Normal Variation, Rare Defenses",rnbq1rk1/pp2ppbp/3p1np1/2pP4/2P1P3/2N2N1P/PP3PP1/R1BQKB1R b KQ - 0 7,10,12,5
E90,"King's Indian Defense: Normal Variation, Rare Defenses",rnbq1rk1/pp3pbp/3ppnp1/2pP4/2P1P3/2N2N1P/PP3PP1/R1BQKB1R w KQ - 2 8,9,13,5
E73,"King's Indian Defense: Normal Variation, Standard Development",rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N5/PP2BPPP/R1BQK1NR b KQkq - 1 5,71,68,26
E73,"King's Indian Defense: Normal Variation, Standard Development",rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N5/PP2BPPP/R1BQK1NR w KQ - 2 6,65,63,26
E91,"King's Indian Defense: Orthodox Variation",rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N2N2/PP3PPP/R1BQKB1R w KQ - 1 6,157,155,45
E91,"King's Indian Defense: Orthodox Variation",rnbqk1nr/ppp1ppbp/3p2p1/8/2PPP3/8/PP3PPP/RNBQKBNR w KQkq - 1 4,19,14,7
E91,"King's Indian Defense: Orthodox Variation",rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 5,164,161,38
E91,"King's Indian Defense: Orthodox Variation",rnbq1rk1/ppppppbp/5np1/8/2PPP3/2N2N2/PP3PPP/R1BQKB1R b KQ - 0 5,15,12,11
E91,"King's Indian Defense: Orthodox Variation",rnbqk2r/ppppppbp/5np1/8/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 2 4,36,26,15
E91,"King's Indian Defense: Orthodox Variation",rnbqkb1r/pppppp1p/5np1/8/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 1 3,48,31,16
E91,"King's Indian Defense: Orthodox Variation",rnbqk2r/ppppppbp/5np1/8/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R b KQkq - 0 4,26,13,10
E95,"King's Indian Defense: Orthodox Variation",r1bqk1nr/pppnppbp/3p2p1/8/2PPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 2 5,15,10,1
E91,"King's Indian Defense: Orthodox Variation",rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/2N2N2/PP2BPPP/R1BQK2R b KQ - 2 6,152,152,35
E91,"King's Indian Defense: Orthodox Variation",rnbqk1nr/ppp1ppbp/3p2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 4,42,56,10
E91,"King's Indian Defense: Orthodox Variation",rnbqk1nr/ppppppbp/6p1/8/2PPP3/8/PP3PPP/RNBQKBNR b KQkq - 0 3,30,21,10
E97,"King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense",r1bq1rk1/ppp2pbp/2np1np1/4p3/2PPP3/2N2N2/PP2BPPP/R1BQ1RK1 w - - 2 8,31,37,3
E98,"King's Indian Defense: Orthodox Variation, Classical System",r1bq1rk1/ppp2pbp/2np1np1/3Pp3/2P1P3/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 8,31,35,3
E98,"King's Indian Defense: Orthodox Variation, Classical System",r1bq1rk1/ppp1npbp/3p1np1/3Pp3/2P1P3/2N5/PP2BPPP/R1BQNRK1 b - - 2 9,13,18,2
E98,"King's Indian Defense: Orthodox Variation, Classical System",r1bq1rk1/ppp1npbp/3p1np1/3Pp3/2P1P3/2N2N2/PP2BPPP/R1BQ1RK1 w - - 1 9,31,35,3
E94,"King's Indian Defense: Orthodox Variation, Glek Defense",r1bq1rk1/ppp2pbp/n2p1np1/4p3/2PPP3/2N2N2/PP2BPPP/R1BQ1RK1 w - - 0 8,17,16,7
E94,"King's Indian Defense: Orthodox Variation, Glek Defense",rnbq1rk1/ppp2pbp/3p1np1/4p3/2PPP3/2N2N2/PP2BPPP/R1BQK2R w KQ - 0 7,105,111,24
