eco,name,fen,white,draw,black
D46,"Semi-Slav Defense: Chigorin Defense",rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq - 1 5,56,62,21
D46,"Semi-Slav Defense: Chigorin Defense",rnbqkbnr/pp2pppp/2p5/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,124,147,50
D31,"Semi-Slav Defense: Marshall Gambit, Forgotten Variation",rnbqkbnr/pp3ppp/2p1p3/3p4/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 4,10,12,4
D47,"Semi-Slav Defense: Meran Variation, Wade Variation",rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 0 5,21,11,4
D47,"Semi-Slav Defense: Meran Variation, Wade Variation",rnbqkbnr/pp3ppp/2p1p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,14,21,5
D45,"Semi-Slav Defense: Normal Variation",r1bqkb1r/pp1n1ppp/2p1pn2/3p4/2PP4/2N1PN2/PP2BPPP/R1BQK2R b KQkq - 3 6,12,11,5
D30,"Semi-Slav Defense: Quiet Variation",rnbqkb1r/pp1ppppp/2p2n2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,13,11,5
D45,"Semi-Slav Defense: Stoltz Variation",rnbqkbnr/pp3ppp/2p1p3/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4,11,18,3
B20,"Sicilian Defense",rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,4694,5490,2722
B36,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",r1bqkb1r/pp1ppp1p/2n2np1/8/2PNP3/2N5/PP3PPP/R1BQKB1R b KQkq - 2 6,18,25,6
B36,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",r1bqkb1r/pp1ppp1p/2n2np1/8/2PNP3/8/PP3PPP/RNBQKB1R w KQkq - 1 6,16,24,6
B38,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",rnbqkbnr/pp1ppp1p/6p1/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,20,16,15
B36,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",r1bqkb1r/pp2pp1p/2np1np1/8/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 0 7,10,19,5
B38,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",rnbqkbnr/pp1ppp1p/6p1/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,17,12,14
B38,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",r1bqkbnr/pp1ppp1p/2n3p1/8/2PNP3/8/PP3PPP/RNBQKB1R b KQkq - 0 5,34,41,12
B36,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",r1bqk2r/pp2ppbp/3p1np1/8/2PQP3/2N5/PP2BPPP/R1B1K2R w KQkq - 1 9,8,14,5
B38,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",r1b1k1nr/pp1pppbp/1qn3p1/8/2PNP3/4B3/PP3PPP/RN1QKB1R w KQkq - 3 7,19,17,11
B38,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",r1bqk1nr/pp1pppbp/2n3p1/8/2P1P3/1N2B3/PP3PPP/RN1QKB1R w KQkq - 5 8,16,14,6
B38,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",r1bqk1nr/pp1pppbp/2n3p1/8/2PNP3/4B3/PP3PPP/RN1QKB1R b KQkq - 2 6,34,32,16
B38,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",rnbqkbnr/pp1ppp1p/6p1/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,22,21,15
B36,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",r1bqkb1r/pp2pp1p/3p1np1/8/2PQP3/2N5/PP2BPPP/R1B1K2R b KQkq - 0 8,8,14,5
B38,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",r1bq1rk1/pp2ppbp/2np1np1/8/2PNP3/2N1B3/PP2BPPP/R2QK2R w KQ - 5 9,12,9,4
B38,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",r1b1k1nr/pp1pppbp/1qn3p1/8/2P1P3/1N2B3/PP3PPP/RN1QKB1R b KQkq - 4 7,16,15,7
B38,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",rnbqk1nr/pp1pppbp/6p1/8/2PNP3/8/PP3PPP/RNBQKB1R b KQkq - 0 5,11,8,10
B36,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",r1bqkb1r/pp2pp1p/2np1np1/8/2PNP3/2N5/PP2BPPP/R1BQK2R b KQkq - 1 7,7,13,5
B38,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",rnbqkbnr/pp1ppp1p/6p1/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,46,43,31
B38,"Sicilian Defense: Accelerated Dragon, Maróczy Bind",r1bqk1nr/pp1pppbp/2n3p1/8/2PNP3/8/PP3PPP/RNBQKB1R w KQkq - 1 6,29,23,15
B39,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Breyer Variation",r1bqk2r/pp1pppbp/2n2np1/8/2PNP3/2N1B3/PP3PPP/R2QKB1R b KQkq - 4 7,11,11,4
B39,"Sicilian Defense: Accelerated Dragon, Maróczy Bind, Breyer Variation",r1bqk2r/pp1pppbp/2n2np1/8/2PNP3/4B3/PP3PPP/RN1QKB1R w KQkq - 3 7,10,11,4
B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",r1bqkbnr/pp1ppp1p/2n3p1/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,14,20,14
B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",r1bqkbnr/pp1ppp1p/2n3p1/2p5/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,9,17,11
B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",r1bq1rk1/pp1pppbp/2n2np1/8/2BNP3/2N1B3/PPP2PPP/R2QK2R w KQ - 5 8,10,14,6
B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",r1bqk2r/pp1pppbp/2n2np1/8/2BNP3/2N1B3/PPP2PPP/R2QK2R b KQkq - 4 7,12,16,9
B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",r1bq1rk1/pp1pppbp/2n2np1/8/3NP3/1BN1B3/PPP2PPP/R2QK2R b KQ - 6 8,9,14,5
B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",r1bqkbnr/pp1ppp1p/2n3p1/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,9,17,11
B22,"Sicilian Defense: Alapin Variation",r1bqkb1r/pp1ppppp/2n5/2pnP3/8/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 3 5,10,9,6
B22,"Sicilian Defense: Alapin Variation",rnbqkb1r/pp1ppppp/8/2pnP3/8/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 2 4,11,26,18
B22,"Sicilian Defense: Alapin Variation, Barmen Defense",rnb1k1nr/pp2ppbp/6p1/2pq4/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 1 6,15,10,8
B22,"Sicilian Defense: Alapin Variation, Barmen Defense",rnb1kbnr/pp2pp1p/6p1/2pq4/3P4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 5,16,10,8
B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",rnbqkb1r/pp1ppppp/8/2pnP3/3P4/2P5/PP3PPP/RNBQKBNR b KQkq - 0 4,9,14,14
B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",rnbqkb1r/pp1ppppp/8/2pnP3/8/2P5/PP1P1PPP/RNBQKBNR w KQkq - 1 4,28,46,34
B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",rnbqkb1r/pp1ppppp/8/3nP3/3p4/2P5/PP3PPP/RNBQKBNR w KQkq - 0 5,9,16,14
B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",rnbqkb1r/pp1p1ppp/4p3/3nP3/3p4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 6,15,13,8
B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",rnbqkbnr/pp1ppppp/8/8/3pP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,9,19,14
B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",rnbqkbnr/pp1ppppp/8/2p5/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,9,19,14
B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",rnbqkb1r/pp1p1ppp/4p3/3nP3/3P4/5N2/PP3PPP/RNBQKB1R b KQkq - 0 6,14,13,8
B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",rnbqkb1r/pp3ppp/3pp3/3nP3/3P4/5N2/PP3PPP/RNBQKB1R w KQkq - 0 7,9,12,6
B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",rnbqkb1r/pp1ppppp/5n2/2p1P3/8/2P5/PP1P1PPP/RNBQKBNR b KQkq - 0 3,28,46,34
B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",rnbqkb1r/pp1ppppp/5n2/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 1 3,28,46,34
B53,"Sicilian Defense: Chekhover Variation",r1bqkbnr/pp2pppp/2np4/8/3QP3/5N2/PPP2PPP/RNB1KB1R w KQkq - 1 5,13,16,10
B53,"Sicilian Defense: Chekhover Variation",rnbqkbnr/pp2pppp/3p4/8/3QP3/5N2/PPP2PPP/RNB1KB1R b KQkq - 0 4,18,24,16
B56,"Sicilian Defense: Classical Variation",r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,44,81,57
B56,"Sicilian Defense: Classical Variation",r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,46,83,57
B23,"Sicilian Defense: Closed",rnbqkbnr/pp1ppppp/8/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,100,74,82
B23,"Sicilian Defense: Closed",rnbqkbnr/pp2pppp/3p4/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,24,23,18
B25,"Sicilian Defense: Closed, Botvinnik Defense, with Nge2",r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,53,39,37
B23,"Sicilian Defense: Closed, Traditional",r1bqkbnr/pp1ppppp/2n5/1Bp5/4P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 3 3,26,15,19
B23,"Sicilian Defense: Closed, Traditional",r1bqkbnr/pp1ppppp/8/1Bp5/3nP3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 5 4,13,5,9
B23,"Sicilian Defense: Closed, Traditional",r1bqkbnr/pp1ppppp/8/1Bp5/3nP3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 4 4,20,12,19
B22,"Sicilian Defense: Delayed Alapin Variation",rnbqkbnr/pp3ppp/4p3/2pp4/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 0 4,22,16,10
B22,"Sicilian Defense: Delayed Alapin Variation",rnbqkbnr/pp2pppp/8/2pp4/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 3,21,33,27
B22,"Sicilian Defense: Delayed Alapin Variation",rnb1kb1r/pp2pppp/5n2/2pq4/3P4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 2 5,3,16,9
B22,"Sicilian Defense: Delayed Alapin Variation",rnb1kb1r/pp2pppp/5n2/2pq4/3P4/2P5/PP3PPP/RNBQKBNR w KQkq - 1 5,3,15,8
B22,"Sicilian Defense: Delayed Alapin Variation",rnbqkbnr/pp2pppp/8/2pP4/8/2P5/PP1P1PPP/RNBQKBNR b KQkq - 0 3,21,33,27
B22,"Sicilian Defense: Delayed Alapin Variation",rnb1kbnr/pp2pppp/8/2pq4/3P4/2P5/PP3PPP/RNBQKBNR b KQkq - 0 4,15,27,18
B22,"Sicilian Defense: Delayed Alapin Variation",rnbqkbnr/pp3ppp/4p3/2pP4/8/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 4,14,11,7
B22,"Sicilian Defense: Delayed Alapin Variation",rnbqkbnr/pp1ppppp/8/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR b KQkq - 0 2,64,92,65
B22,"Sicilian Defense: Delayed Alapin Variation",rnb1kbnr/pp2pppp/8/2pq4/8/2P5/PP1P1PPP/RNBQKBNR w KQkq - 0 4,16,29,20
B22,"Sicilian Defense: Delayed Alapin Variation",rnb1kb1r/pp3ppp/4pn2/2pq4/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 1 6,10,18,12
B50,"Sicilian Defense: Delayed Alapin Variation, with d6",rnbqkbnr/pp2pppp/3p4/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,19,14,15
B50,"Sicilian Defense: Delayed Alapin Variation, with d6",rnbqkb1r/pp2pppp/3p1n2/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 4,15,10,15
B40,"Sicilian Defense: Delayed Alapin Variation, with e6",rnbqkb1r/pp1p1ppp/4p3/2pnP3/3P4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 5,13,12,7
B40,"Sicilian Defense: Delayed Alapin Variation, with e6",rnbqkb1r/pp1p1ppp/4pn2/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 4,20,19,11
B40,"Sicilian Defense: Delayed Alapin Variation, with e6",rnbqkb1r/pp3ppp/3pp3/3nP3/2BP4/5N2/PP3PPP/RNBQK2R b KQkq - 0 7,8,15,6
B40,"Sicilian Defense: Delayed Alapin Variation, with e6",rnbqkb1r/pp1p1ppp/4p3/2pnP3/8/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 0 5,20,23,12
B40,"Sicilian Defense: Delayed Alapin Variation, with e6",rnbqkb1r/pp1p1ppp/4pn2/2p1P3/8/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 4,17,17,6
B40,"Sicilian Defense: Delayed Alapin Variation, with e6",rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,45,38,23
B74,"Sicilian Defense: Dragon Variation, Classical Variation, Normal Line",r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,112,193,109
B74,"Sicilian Defense: Dragon Variation, Classical Variation, Normal Line",r1bqkbnr/pp1ppp1p/2n3p1/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,16,28,19
B74,"Sicilian Defense: Dragon Variation, Classical Variation, Normal Line",r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,112,193,109
B74,"Sicilian Defense: Dragon Variation, Classical Variation, Normal Line",r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,111,189,110
B74,"Sicilian Defense: Dragon Variation, Classical Variation, Normal Line",r1bqkbnr/pp1ppp1p/2n3p1/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,33,44,16
B74,"Sicilian Defense: Dragon Variation, Classical Variation, Normal Line",r1bqk2r/pp1pppbp/2n2np1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 5 7,16,27,18
B75,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Early Deviations",rnbqkb1r/pp2pp1p/3p1np1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 1 6,31,27,9
B75,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Early Deviations",rnbqkb1r/pp2pp1p/3p1np1/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,37,29,11
B75,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Early Deviations",rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N1BP2/PPP3PP/R2QKB1R b KQkq - 0 7,25,19,6
B75,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Early Deviations",rnbqk2r/pp2ppbp/3p1np1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 2 7,27,21,6
B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line",r1bq1rk1/pp2ppbp/2np1np1/8/3NP3/2N1BP2/PPPQ2PP/R3KB1R w KQ - 3 9,19,13,3
B40,"Sicilian Defense: Four Knights Variation",r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 3 6,64,73,33
B40,"Sicilian Defense: Four Knights Variation",r1bqk2r/pp1p1ppp/2n1pn2/1N6/1b2P3/2N5/PPP2PPP/R1BQKB1R w KQkq - 5 7,10,14,1
B45,"Sicilian Defense: Four Knights Variation",rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,15,7,14
B40,"Sicilian Defense: Four Knights Variation",r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/P1N5/1PP2PPP/R1BQKB1R b KQkq - 0 6,14,20,7
B45,"Sicilian Defense: Four Knights Variation",r1bqkb1r/pp1p1ppp/2n1pn2/1N6/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 4 6,22,28,14
B40,"Sicilian Defense: Four Knights Variation, Exchange Variation",r1bqkb1r/p2p1ppp/2p1p3/3nP3/4N3/8/PPP2PPP/R1BQKB1R b KQkq - 2 8,15,20,7
B40,"Sicilian Defense: Four Knights Variation, Exchange Variation",r1bqkb1r/p2p1ppp/2p1pn2/4P3/8/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 7,15,20,8
B40,"Sicilian Defense: Four Knights Variation, Exchange Variation",r1bqkb1r/pp1p1ppp/2N1pn2/8/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 6,17,20,8
B40,"Sicilian Defense: Four Knights Variation, Exchange Variation",r1bqkb1r/p2p1ppp/2p1pn2/8/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 7,16,20,8
B40,"Sicilian Defense: Four Knights Variation, Exchange Variation",r1bqkb1r/p2p1ppp/2p1p3/3nP3/8/2N5/PPP2PPP/R1BQKB1R w KQkq - 1 8,15,20,8
B40,"Sicilian Defense: French Variation",r1bqkbnr/pp1p1ppp/2n1p3/2p5/4P3/5NP1/PPPP1P1P/RNBQKB1R w KQkq - 1 4,9,14,13
B40,"Sicilian Defense: French Variation",rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5NP1/PPPP1P1P/RNBQKB1R b KQkq - 0 3,12,20,15
B40,"Sicilian Defense: French Variation",rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,361,384,214
B40,"Sicilian Defense: French Variation",r1bqkb1r/pp1p1ppp/2n1pn2/2p5/4P3/5NP1/PPPP1PBP/RNBQK2R w KQkq - 3 5,7,14,13
B40,"Sicilian Defense: French Variation",r1bqkbnr/pp1p1ppp/2n1p3/2p5/4P3/5NP1/PPPP1PBP/RNBQK2R b KQkq - 2 4,9,14,13
B40,"Sicilian Defense: French Variation",rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/3P1N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,11,10,6
B40,"Sicilian Defense: French Variation, Westerinen Attack",rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/1P3N2/P1PP1PPP/RNBQKB1R b KQkq - 0 3,14,10,9
B32,"Sicilian Defense: Godiva Variation",r1b1kbnr/pp1ppppp/1qn5/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,12,10,10
B32,"Sicilian Defense: Godiva Variation",r1b1kbnr/pp1ppppp/1qn5/8/4P3/1N6/PPP2PPP/RNBQKB1R b KQkq - 2 5,11,10,10
B27,"Sicilian Defense: Hyperaccelerated Dragon",rnbqkbnr/pp1ppp1p/6p1/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,15,10,8
B27,"Sicilian Defense: Hyperaccelerated Pterodactyl",rnbqk1nr/pp1pppbp/6p1/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,20,17,3
B32,"Sicilian Defense: Kalashnikov Variation",r1bqkbnr/pp3ppp/2np4/1N2p3/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 1 6,5,11,10
B32,"Sicilian Defense: Kalashnikov Variation",r1bqkbnr/pp1p1ppp/2n5/1N2p3/4P3/8/PPP2PPP/RNBQKB1R b KQkq - 1 5,13,33,20
B32,"Sicilian Defense: Kalashnikov Variation",r1bqkbnr/1p3ppp/p1np4/4p3/4P3/N1N5/PPP2PPP/R1BQKB1R b KQkq - 1 7,5,11,10
B32,"Sicilian Defense: Kalashnikov Variation",r1bqkbnr/pp3ppp/2np4/1N2p3/4P3/8/PPP2PPP/RNBQKB1R w KQkq - 0 6,9,30,18
B32,"Sicilian Defense: Kalashnikov Variation",r1bqkbnr/pp1p1ppp/2n5/4p3/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,15,36,21
B32,"Sicilian Defense: Kalashnikov Variation",r1bqkbnr/1p3ppp/p1np4/1N2p3/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 7,5,11,10
B32,"Sicilian Defense: Kalashnikov Variation",r1bqkbnr/pp3ppp/2np4/1N2p3/2P1P3/8/PP3PPP/RNBQKB1R b KQkq - 0 6,4,18,8
B41,"Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",rnbqkb1r/1p1p1ppp/p3pn2/8/2PNP3/8/PP3PPP/RNBQKB1R w KQkq - 1 6,8,20,11
B41,"Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",rnb1kb1r/1pqp1ppp/p3pn2/8/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 3 7,6,11,8
B41,"Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",rnbqkbnr/1p1p1ppp/p3p3/8/2PNP3/8/PP3PPP/RNBQKB1R b KQkq - 0 5,11,24,12
B41,"Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",rnbqkbnr/1p1p1ppp/p3p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,83,93,46
B41,"Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation",rnbqkb1r/1p1p1ppp/p3pn2/8/2PNP3/2N5/PP3PPP/R1BQKB1R b KQkq - 2 6,8,19,10
B42,"Sicilian Defense: Kan Variation, Modern Variation",rnbqkb1r/1p1p1ppp/p3pn2/8/3NP3/3B4/PPP2PPP/RNBQ1RK1 b kq - 3 6,7,16,2
B42,"Sicilian Defense: Kan Variation, Modern Variation",rnbqkbnr/1p1p1ppp/p3p3/8/3NP3/3B4/PPP2PPP/RNBQK2R b KQkq - 1 5,47,44,24
B42,"Sicilian Defense: Kan Variation, Modern Variation",rnbqkb1r/1p1p1ppp/p3pn2/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 2 6,7,17,2
B42,"Sicilian Defense: Kan Variation, Polugaevsky Variation",rnbqk1nr/1p1p1ppp/p3p3/2b5/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq - 2 6,25,10,14
B42,"Sicilian Defense: Kan Variation, Polugaevsky Variation",rnbqk1nr/1p1p1ppp/p3p3/2b5/4P3/1N1B4/PPP2PPP/RNBQK2R b KQkq - 3 6,25,9,14
B42,"Sicilian Defense: Kan Variation, Polugaevsky Variation",rnbqk1nr/bp1p1ppp/p3p3/8/4P3/1N1B4/PPP2PPP/RNBQK2R w KQkq - 4 7,19,4,14
B40,"Sicilian Defense: Kan Variation, Wing Attack, Fianchetto Variation",rnbqkbnr/3p1ppp/p3p3/1p6/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,12,17,5
B40,"Sicilian Defense: Kan Variation, Wing Attack, Fianchetto Variation",rnbqkbnr/1p1p1ppp/p3p3/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 1 5,17,20,10
B40,"Sicilian Defense: Kan Variation, Wing Attack, Fianchetto Variation",rnbqkbnr/1p1p1ppp/p3p3/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,7,8,10
B40,"Sicilian Defense: Kan Variation, Wing Attack, Fianchetto Variation",rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,17,15,18
B33,"Sicilian Defense: Lasker-Pelikan Variation",r1bqkb1r/pp3ppp/2np4/1N1Pp3/8/8/PPP2PPP/R1BQKB1R b KQkq - 0 8,9,13,14
B33,"Sicilian Defense: Lasker-Pelikan Variation",r1bqkb1r/pp3ppp/2np1n2/1N1Np3/4P3/8/PPP2PPP/R1BQKB1R b KQkq - 1 7,9,13,14
B33,"Sicilian Defense: Lasker-Pelikan Variation",r1bqkb1r/pp3ppp/2np4/1N1np3/4P3/8/PPP2PPP/R1BQKB1R w KQkq - 0 8,9,13,14
B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation",r1bqkb1r/pp3ppp/2np1n2/1N2p3/4P3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 7,21,46,33
B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation",r1bqkb1r/pp1p1ppp/2n2n2/4p3/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,26,47,34
B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation",r1bqkb1r/pp1p1ppp/2n2n2/1N2p3/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 1 6,26,46,33
B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",r1bqkb1r/5ppp/p1np1n2/1p1Np1B1/4P3/N7/PPP2PPP/R2QKB1R b KQkq - 1 9,10,38,13
B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",r1bqkb1r/pp3ppp/2np1n2/1N2p1B1/4P3/2N5/PPP2PPP/R2QKB1R b KQkq - 1 8,15,44,25
B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",r1bqkb1r/5ppp/p1np1n2/1p2p1B1/4P3/N1N5/PPP2PPP/R2QKB1R w KQkq - 0 10,15,40,25
B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",r1bqk2r/4bppp/p1np1n2/1p1Np1B1/4P3/N7/PPP2PPP/R2QKB1R w KQkq - 2 10,10,21,13
B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",r1bqk2r/4bppp/p1np1B2/1p1Np3/4P3/N7/PPP2PPP/R2QKB1R b KQkq - 0 10,10,21,13
B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",r1bqkb1r/1p3ppp/p1np1n2/1N2p1B1/4P3/2N5/PPP2PPP/R2QKB1R w KQkq - 0 9,15,44,25
